1,1,1
1,2,1
1,3,1
1,4,1
1,6,1
1,7,1
2,1,1
2,2,1
2,3,1
2,4,1
2,6,1
2,7,1
3,1,1
3,2,1
3,3,1
3,4,1
3,6,1
3,7,1
4,1,1
4,2,1
4,3,1
4,4,1
4,6,1
4,7,1
5,1,1
5,2,1
5,3,1
5,4,1
5,6,1
5,7,1
6,1,1
6,2,1
6,3,1
6,6,1
6,7,1
7,1,1
7,2,1
7,3,1
7,4,1
7,6,1
7,7,1
9,1,1
9,2,1
9,3,1
9,4,1
9,6,1
9,7,1
10,1,1
10,2,1
10,3,1
10,4,1
10,6,1
10,7,1
11,1,1
11,2,1
11,3,1
11,4,1
11,6,1
11,7,1
12,2,1
12,3,1
12,6,1
12,7,1
13,1,1
13,2,1
13,6,1
13,7,1
14,1,1
14,2,1
14,3,1
14,6,1
14,7,1
15,2,1
15,3,1
15,4,1
15,6,1
15,7,1
16,1,1
16,2,1
16,3,1
16,4,1
16,6,1
16,7,1
17,1,1
17,2,1
17,3,1
17,4,1
17,6,1
17,7,1
18,1,1
18,6,1
19,1,1
19,2,1
19,3,1
19,6,1
19,7,1
20,1,1
20,2,1
20,3,1
20,4,1
20,6,1
20,7,1
21,1,1
21,2,1
21,3,1
21,4,1
21,6,1
21,7,1
22,1,1
22,2,1
22,4,1
22,6,1
22,7,1
23,1,1
23,2,1
23,3,1
23,4,1
23,6,1
23,7,1
24,1,1
24,2,1
24,3,1
24,4,1
24,6,1
24,7,1
25,2,1
25,3,1
25,6,1
25,7,1
26,1,1
26,2,1
26,3,1
26,6,1
26,7,1
27,1,1
27,2,1
27,3,1
27,6,1
27,7,1
28,1,1
28,2,1
28,4,1
28,6,1
28,7,1
29,2,1
29,3,1
29,6,1
29,7,1
30,1,1
30,2,1
30,3,1
30,4,1
30,6,1
30,7,1
31,1,1
31,2,1
31,3,1
31,6,1
31,7,1
32,1,1
32,3,1
32,4,1
32,6,1
32,7,1
33,1,1
33,2,1
33,3,1
33,6,1
33,7,1
34,1,1
34,2,1
34,3,1
34,4,1
34,6,1
34,7,1
35,1,1
35,2,1
35,3,1
35,4,1
35,6,1
35,7,1
36,1,1
36,2,1
36,3,1
36,6,1
36,7,1
37,2,1
37,3,1
37,6,1
37,7,1
38,1,1
38,6,1
38,7,1
39,1,1
39,2,1
39,3,1
39,4,1
39,6,1
39,7,1
40,1,1
40,2,1
40,3,1
40,6,1
40,7,1
41,1,1
41,2,1
41,3,1
41,6,1
41,7,1
42,1,1
42,2,1
42,3,1
42,4,1
42,6,1
42,7,1
43,2,1
43,3,1
43,6,1
43,7,1
44,1,1
44,2,1
44,4,1
44,6,1
44,7,1
45,1,1
45,2,1
45,3,1
45,4,1
45,6,1
45,7,1
46,1,1
46,2,1
46,3,1
46,4,1
46,6,1
46,7,1
47,1,1
47,2,1
47,3,1
47,6,1
47,7,1
